local,dia_semana,hora_dia,eventos_proximos,historico_ocorrencias_7d,iluminacao_ativa_pct,iluminacao_fonte,densidade_pessoas,acao_preventiva_necessaria
Praça Alberico Glasner Da Rocha,5,4,0,10,60.0,sintetica,52,0
Sem Nome,0,5,0,1,61.0,sintetica,25,0
Praça Joaquim Cardoso/Da Biblioteca,2,23,0,10,94.0,sintetica,31,0
Mariazinha,1,6,1,4,84.0,sintetica,55,1
Praça Aleixo De Oliveira,2,20,0,14,59.0,sintetica,54,0
Praça Souto Filho,3,14,0,1,57.0,sintetica,50,0
Praça Do El Salvador,1,18,0,8,61.0,sintetica,34,0
Praça De Boa Viagem,4,15,0,3,56.0,sintetica,59,0
Praça Cais Edgar Amorim,3,12,0,8,75.0,sintetica,12,0
Andresa Carla Gomes Do Nascimento,2,4,0,10,90.0,sintetica,31,0
Praça Da Rua Príncipe Da Beira,2,2,0,11,74.0,sintetica,40,0
Fabiano Da Jora,5,2,0,0,73.0,sintetica,46,0
Praça Da Madalena,2,18,0,0,41.0,sintetica,31,1
Praça Manuel Markman,0,13,0,0,46.0,sintetica,36,0
Praça Joca Leal,3,15,0,13,66.0,sintetica,11,0
Praça Robert Kennedy/Da Juventude,6,21,1,3,57.0,sintetica,89,1
Quatro De Outubro,6,16,0,8,58.0,sintetica,26,0
Praça Av Do Forte,1,3,0,7,34.0,sintetica,57,0
Praça Cívica,2,12,0,6,85.0,sintetica,29,0
Praça Vereador Carlos Duarte,5,7,1,14,80.0,sintetica,33,1
Praça Da Amizade,5,18,0,0,79.0,sintetica,62,0
Praça Do Fundão,2,4,0,2,27.0,sintetica,40,0
Praça Professor Barreto Campello,0,1,0,8,63.0,sintetica,52,0
Praça Da Comunidade,5,14,0,14,62.0,sintetica,17,0
Praça Da Gaia,6,1,0,8,25.0,sintetica,14,0
Praça 3º Jardim De Boa Viagem,1,10,0,4,46.0,sintetica,11,0
Praça Da Vila Teimosinho,3,12,0,11,64.0,sintetica,13,0
Praça Da Rua Abc,4,22,0,12,42.0,sintetica,79,1
Praça Josen Demery Carneiro,0,9,0,5,32.0,sintetica,43,0
Praça Silva Jardim,5,2,0,10,87.0,sintetica,12,0
Praça Raizes,3,4,0,12,83.0,sintetica,57,0
Dr.Luis Ramos Leal,4,2,0,5,44.0,sintetica,29,0
Praça Das Criancas,2,5,1,9,71.0,sintetica,18,1
Praça Tertuliano Feitosa,2,12,0,3,67.0,sintetica,15,0
Praça Engenho Massangana,1,9,0,0,80.0,sintetica,56,0
Praça Cristo Rei,4,18,0,4,36.0,sintetica,71,0
Praça Barão Da Soledade,2,7,0,12,59.0,sintetica,50,0
Praça Do Trabalho,2,17,0,0,94.0,sintetica,47,0
Praça São Francisco/Amante Das Flores,6,2,0,0,88.0,sintetica,44,1
Travessa Tiradentes,5,23,1,10,45.0,sintetica,77,1
Praça Sítio Das Palmeiras,1,23,0,4,99.0,sintetica,22,0
Praça Izabel De Goes,3,16,0,4,75.0,sintetica,35,0
Superintendente João Gonçalves De Souza,2,7,1,6,59.0,sintetica,31,0
Vila Dos Bancários,6,9,1,1,87.0,sintetica,41,0
Praça Da Rua João Rique. Iputinga Recife,0,1,0,14,27.0,sintetica,24,0
Arlindo Gouveia,0,11,0,5,92.0,sintetica,20,0
Praça São José Dos Manguinhos,3,22,0,1,64.0,sintetica,25,0
Praça Augusto Rodrigues,4,5,0,14,36.0,sintetica,56,0
Área Central Da Avenida José Américo De Almeida,1,1,0,12,60.0,sintetica,15,0
Praça Da Rua Professor Avertano Rocha,6,20,0,9,96.0,sintetica,84,0
Praça De Nova Morada,5,22,1,4,28.0,sintetica,98,1
Praça Luiz Inácio Pessoa De Mello,6,23,0,3,89.0,sintetica,89,0
Praça Tamarindo,0,2,0,10,43.0,sintetica,25,0
Praça Do Iml,0,16,0,9,92.0,sintetica,21,0
Praça Tertuliano Feitosa,3,6,0,4,30.0,sintetica,16,0
Praça De Casa Forte,4,20,0,1,54.0,sintetica,98,1
Praça Da Vtiória,4,4,0,7,48.0,sintetica,36,0
Praça De Frente A Chesf,3,22,0,7,27.0,sintetica,33,0
Praça Marcelino Champagnat,6,0,0,5,36.0,sintetica,59,0
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",0,7,0,2,90.0,sintetica,24,0
Praça Da Madalena,6,11,0,3,31.0,sintetica,15,0
Praça Alice De Albuquerque,6,13,0,0,98.0,sintetica,28,0
Centro Social Bidu Krause,1,15,0,8,69.0,sintetica,17,0
Praça Brasilit,0,9,0,9,43.0,sintetica,56,0
Praça  De Campo Grande - Eudoro,4,14,0,4,56.0,sintetica,45,0
Praça Da Rua José Augusto De Barros,5,20,0,13,97.0,sintetica,87,0
Praça Carmela Dutra/Ipiranga,6,23,0,7,30.0,sintetica,90,1
Praça Sitio Grande,0,14,0,2,78.0,sintetica,42,0
Tertuliano Feitosa,6,9,0,3,74.0,sintetica,41,0
Praça Jardim Uchôa,1,20,1,3,46.0,sintetica,37,0
Praça Clotilde Machado,2,6,0,7,86.0,sintetica,49,0
Praca Da Ur6,0,2,0,14,79.0,sintetica,58,0
Praça Marcantônio Vilaça,3,1,0,11,21.0,sintetica,19,0
General Carlos Pinto,2,5,0,8,87.0,sintetica,42,0
Arlindo Gouveia,6,20,0,2,37.0,sintetica,64,0
Praça Eduardo Cardoso/Gregório Albuquerque,3,8,1,6,39.0,sintetica,30,0
Praça Virgilio De Oliveira,3,9,1,8,82.0,sintetica,14,0
Viaduto Da Via Mangue,3,3,0,1,97.0,sintetica,10,0
Praça Do Alto Da Serrinha,0,2,1,3,91.0,sintetica,30,0
15 De Setembro,4,8,0,2,21.0,sintetica,34,1
Praça La Coruna,6,23,0,7,61.0,sintetica,89,0
Praça Dona Carminha & Sr João,2,21,0,3,47.0,sintetica,54,0
Rua Maria Adelaide Castelo Branco,1,16,0,8,48.0,sintetica,18,0
Praça Do Entrocamento,4,13,0,0,88.0,sintetica,25,0
Praça  Dos Brôtos,6,9,0,0,47.0,sintetica,37,0
Praça Alberico Glasner Da Rocha,0,12,0,3,79.0,sintetica,49,0
Praça Geraldo Vilas Boas,3,11,0,2,24.0,sintetica,55,0
Praça Dom Helder,1,0,0,2,34.0,sintetica,58,0
Praça João Rique,6,21,0,9,92.0,sintetica,72,0
Praça Tertuliano Feitosa,2,18,0,11,51.0,sintetica,48,0
Praça Francisco Apolônio Jorge Sales,6,18,0,1,71.0,sintetica,89,0
Quatro De Outubro,4,5,0,13,56.0,sintetica,33,0
Praça Da Rua José Pimentel,5,12,1,9,34.0,sintetica,25,1
Praça Da Várzea,4,18,0,9,60.0,sintetica,87,0
Praça Dom Bosco,6,12,1,1,23.0,sintetica,57,0
Praça André Antunes,1,21,0,7,72.0,sintetica,43,0
Praça Dom Bosco,6,20,0,0,46.0,sintetica,62,0
Praça Vila Do Moinho Recife,6,3,1,13,40.0,sintetica,56,1
Praça Das Criancas,0,23,0,14,79.0,sintetica,20,0
Praça Joca Leal,2,1,0,7,83.0,sintetica,54,0
Praça Sabere,1,14,0,9,90.0,sintetica,45,0
Praça Da Rua Sargento Rubens Leite,6,11,0,2,66.0,sintetica,10,0
Praça Domingos Giovanetti,3,6,0,1,73.0,sintetica,56,0
Praça Thiago Pepeta,2,19,0,8,50.0,sintetica,21,0
Praça Santa Lucia,4,17,1,4,36.0,sintetica,30,0
Praça A.B.C (Abc),1,22,0,14,69.0,sintetica,18,0
Praça Governador Paulo Guerra,4,12,0,13,26.0,sintetica,48,0
Praça Monteiro Lobato,6,16,1,4,47.0,sintetica,12,0
Praça Do Rosário,4,3,0,12,29.0,sintetica,25,0
Praça Do Cajueiro,4,13,0,5,46.0,sintetica,13,0
Praça Paulo Freire,0,19,0,3,32.0,sintetica,35,0
Parque Da Jaqueira,4,12,0,6,85.0,sintetica,55,0
Praça Do Entrocamento,3,2,0,6,79.0,sintetica,22,0
Praça Luz Da Fraternidade,3,17,0,10,62.0,sintetica,29,0
Praça Silva Jardim,2,13,0,8,88.0,sintetica,28,0
Praça Treze De Junho,6,14,1,5,82.0,sintetica,36,0
Praça Casarão Alto Do Ceu,5,2,0,12,89.0,sintetica,11,0
Praça Maria Madalena Bispo,4,0,0,0,84.0,sintetica,19,0
Praça Castro Alves,4,23,0,8,86.0,sintetica,86,0
Praça Riacho Doce,1,16,0,11,73.0,sintetica,28,0
Praça Do Bueirão,0,2,0,12,55.0,sintetica,24,0
Praça Padre Romano Zuferey,5,13,0,9,90.0,sintetica,48,0
Praça De Frente A Chesf,2,2,0,8,34.0,sintetica,56,0
Praça Rita Coelho Em Cavaleiro,5,12,1,4,94.0,sintetica,58,0
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",4,14,0,6,37.0,sintetica,33,0
Praça Alfredo Pinto,1,17,0,0,23.0,sintetica,25,0
Praça Dr Lula Cabral De Melo,6,13,0,3,30.0,sintetica,26,0
Praça Da Rua Da Aurora,0,20,0,11,25.0,sintetica,25,0
Praça Sérgio Loreto,6,2,0,9,70.0,sintetica,27,0
Praça De Apipucos,2,18,0,3,77.0,sintetica,58,0
Praca Arlindo Araujo Filho,5,7,1,4,79.0,sintetica,13,0
Praça Da Ur5 Ibura,2,3,0,5,37.0,sintetica,11,0
Praça Odon De Alencar,4,3,0,3,98.0,sintetica,58,0
Praça Mercia De Albuquerque,2,18,0,5,86.0,sintetica,58,0
Praça Do Ipê,6,10,1,9,36.0,sintetica,40,1
Praça Vila Do Moinho Recife,1,0,0,6,53.0,sintetica,11,0
Praça De Nova Morada,2,7,0,2,49.0,sintetica,11,0
Praça Do Salgueiro,3,14,0,8,38.0,sintetica,24,0
Praça Estevão De Sá,1,0,0,7,28.0,sintetica,57,0
Praça Do Forte Do Brum,5,6,0,0,59.0,sintetica,52,0
Praça Do Terço,0,20,0,12,63.0,sintetica,38,0
Arlindo Gouveia,0,19,0,1,78.0,sintetica,43,0
Praça Robert Kennedy/Da Juventude,4,19,0,1,44.0,sintetica,90,1
Praça Vinte De Julho,4,23,0,9,90.0,sintetica,65,0
Praça Artur Lima Cavalcanti,3,10,0,8,72.0,sintetica,30,0
Praça Odília Freire Dos Santos,5,13,0,11,67.0,sintetica,39,0
Praça Centro Campo Grande,6,21,1,8,90.0,sintetica,91,0
Praça Raizes,0,15,0,8,72.0,sintetica,53,0
Praça Dona Carminha & Sr João,0,13,0,0,68.0,sintetica,23,0
Praça Novaes Filho,0,11,0,6,62.0,sintetica,37,0
Praça Chico Science,6,16,0,14,38.0,sintetica,23,0
Praça Do Moinhos,0,13,0,11,85.0,sintetica,53,0
Praça Tertuliano Feitosa,2,9,0,10,53.0,sintetica,43,0
Praça Josen Demery Carneiro,5,23,0,12,92.0,sintetica,68,0
Praça Alfredo Pinto,1,13,0,2,73.0,sintetica,34,0
Praça Da Roda De Fogo,1,17,0,10,20.0,sintetica,21,0
Praça Da Rua Quintino Bocaiuva,3,21,0,8,74.0,sintetica,50,0
Praça Sítio Das Palmeiras,2,8,1,7,34.0,sintetica,49,0
Praça Da Independência,0,16,0,2,34.0,sintetica,29,0
Praça Estevão De Sá,0,5,0,0,42.0,sintetica,57,0
Praça Campo Do Lagoão,4,7,0,8,85.0,sintetica,51,0
José Mora De Silveira,4,12,0,12,65.0,sintetica,16,0
Praça De Campo Grande,3,17,0,9,28.0,sintetica,24,0
Praça João Pereira Borges,0,4,0,0,85.0,sintetica,18,0
Praça Maracangaia,3,5,0,14,85.0,sintetica,13,1
Pracinha Das Crianças,2,20,0,2,37.0,sintetica,40,0
Praça Profeta Joseph Smith,1,18,0,12,36.0,sintetica,32,0
Praça Monsenhor Arruda Camara,0,3,0,5,91.0,sintetica,15,0
Praca Esmeralda,5,6,0,5,53.0,sintetica,37,0
Praça Luiz De Lacerda,6,3,0,13,88.0,sintetica,21,0
Praça Robert Kennedy/Da Juventude,2,10,0,10,83.0,sintetica,56,0
Praça Noel Rodrigues,0,11,0,9,63.0,sintetica,31,0
Praça Da Lagoa Encantada,6,13,1,3,48.0,sintetica,33,0
Praça Av Do Forte,5,12,0,1,81.0,sintetica,43,0
Praça São Pedro,4,9,0,12,35.0,sintetica,28,0
Praça Rita Coelho Em Cavaleiro,3,17,0,9,97.0,sintetica,33,0
Praça Batista Da Silva,4,15,0,5,71.0,sintetica,29,0
Praça Lins Do Rego/Dos Brotos,1,4,0,9,21.0,sintetica,43,1
Praça Barão Da Soledade,4,7,0,4,80.0,sintetica,56,0
Praça Nadir Colaco,0,13,0,12,23.0,sintetica,36,0
Praça Márcio Alves,5,4,1,5,71.0,sintetica,53,0
Praça Cafesopolis,4,23,0,6,60.0,sintetica,86,0
Praça Do Amor,0,7,1,10,71.0,sintetica,10,1
Praça Do Salgueiro,1,5,0,8,50.0,sintetica,55,0
Parque Do Forte Do Arraial Novo Do Bom Jesus,6,15,0,11,45.0,sintetica,45,0
Praça Filonila Ferreira,5,3,0,11,46.0,sintetica,52,0
Praça Robert Kennedy/Da Juventude,4,11,0,13,70.0,sintetica,48,0
Praça Da Independência,3,10,0,6,67.0,sintetica,54,1
Praça Cristo Rei,3,2,1,3,30.0,sintetica,55,0
Praça Luiz Albacora,5,11,1,9,27.0,sintetica,16,1
Praça Todos Os Santos,3,4,0,4,31.0,sintetica,52,0
Prc   Rua Augusto Bamberg De Melo,4,5,0,14,64.0,sintetica,29,0
Glaucineide Ferraz Da Silva,4,18,0,12,53.0,sintetica,82,1
Praça Deputado Fabio Correa,5,17,0,5,96.0,sintetica,34,0
Praça  João Maurício Campos,4,15,0,12,91.0,sintetica,52,0
Praça Engenho Massangana,6,22,0,8,66.0,sintetica,64,0
Praça Da Vtiória,0,10,1,4,40.0,sintetica,18,0
Praca Mauriceia,1,4,0,4,60.0,sintetica,36,0
Praça Nova Morada,6,8,1,6,94.0,sintetica,37,0
Largo Visconde De Mauá,6,2,0,1,41.0,sintetica,34,0
Praça Faca Cega,3,7,0,2,40.0,sintetica,45,0
Praça Jockey Clube,0,5,0,11,47.0,sintetica,43,0
15 De Setembro,5,3,0,1,86.0,sintetica,11,0
Jardim Do Forte,3,11,1,9,90.0,sintetica,18,1
Praça Da Av. Do Forte,0,11,1,9,33.0,sintetica,28,1
Praça Isabel Cabral,4,20,0,11,98.0,sintetica,72,0
Praça Da Rua Leonardo Da Vinci,5,15,1,13,92.0,sintetica,30,1
Praça Parque Amorim,5,9,0,1,71.0,sintetica,59,0
Praça Do Tourão,3,21,0,2,62.0,sintetica,25,0
General Carlos Pinto,4,13,0,5,90.0,sintetica,11,0
Praça Do Colégio Jarbas Pernambucano,3,12,1,4,95.0,sintetica,35,0
Praça Domingos Giovanetti,2,8,0,10,38.0,sintetica,53,0
Praça Angélica,0,6,1,14,46.0,sintetica,38,1
Praça Largo Dona Regina,2,11,0,13,37.0,sintetica,42,0
Praça Domingos Giovanetti,0,4,1,12,32.0,sintetica,43,1
Praça Do Comar,1,17,0,4,20.0,sintetica,55,0
Praça Dancing Deys,6,3,0,1,53.0,sintetica,36,0
Praça Monsenhor Arruda Camara,5,1,0,1,32.0,sintetica,16,0
Praça Centro Campo Grande,3,2,0,11,70.0,sintetica,58,0
Domingos Gilvaneti,1,11,0,0,20.0,sintetica,24,0
Praça Jacarezinho,1,2,1,2,47.0,sintetica,26,0
Praça Castro Alves,5,3,1,11,51.0,sintetica,18,1
Praça Professora Antonia Galvão,5,5,0,11,91.0,sintetica,22,0
Praça Desenhista Eulino Santos,0,11,0,10,74.0,sintetica,41,0
Praça Robert Kennedy/Da Juventude,2,18,0,13,45.0,sintetica,11,0
Fabiano Da Jora,4,9,0,6,33.0,sintetica,41,0
Praça Augusto Rodrigues,0,0,0,10,87.0,sintetica,56,0
Praça Da Rua Da Aurora,4,16,0,4,82.0,sintetica,29,0
Praça Engenho Massangana,1,15,0,6,33.0,sintetica,52,0
Praça Da Guabiraba,4,8,0,8,46.0,sintetica,28,0
Pracinha Da Estação Do Barro,2,20,0,5,60.0,sintetica,55,0
Pra Eudora,0,8,0,1,22.0,sintetica,36,0
Praça Elvira Andrade De Souza,5,22,0,0,78.0,sintetica,71,0
Praça Industrial Miguel Santos,2,8,0,0,42.0,sintetica,39,0
Praça Zeppelin,6,11,0,9,37.0,sintetica,20,0
Praça Luiz De Lacerda,2,22,1,8,93.0,sintetica,25,0
Praça Rio Branco,6,8,0,13,95.0,sintetica,35,0
Praça Da Guabiraba,0,14,0,5,60.0,sintetica,39,0
Praça Ministro João Gonçalves De Souza,5,1,0,5,27.0,sintetica,11,0
Praça Ayrton Senna,2,10,0,3,51.0,sintetica,43,0
Praça Zumbi Dos Palmares,6,10,0,11,60.0,sintetica,50,0
Praça Da Juventude,5,7,0,13,64.0,sintetica,31,0
Praça Do Vasco Da Gama,3,22,0,1,97.0,sintetica,40,0
Praça Da Mentira,3,5,1,9,28.0,sintetica,30,1
Gilvania De Oliveira Moura Sá,3,20,0,2,67.0,sintetica,45,0
Praça Saturnino De Brito,4,19,1,2,43.0,sintetica,88,1
Praça Rafael De Oliveira Alves,2,6,1,7,63.0,sintetica,32,0
Praça Ascenço Ferreira,0,2,0,5,77.0,sintetica,35,0
Praça Da Mauricéia,0,7,0,6,85.0,sintetica,27,0
Sem Nome,4,17,0,8,37.0,sintetica,24,0
Praça Franco Gomes Coutinho,0,16,0,0,99.0,sintetica,43,0
Praça Pedro Brandão,6,10,1,1,48.0,sintetica,31,0
Parque Dona Lindu,3,1,0,14,94.0,sintetica,37,0
Bruno Soares Claudina Da Silva,2,20,0,8,21.0,sintetica,52,0
Praça Compositor Antônio Maria,0,23,1,4,97.0,sintetica,58,0
Praça Do S,0,18,1,3,87.0,sintetica,16,0
Praça Márcio Alves,1,6,0,0,58.0,sintetica,49,0
Praça Do Jordão,1,17,1,8,92.0,sintetica,51,0
Praça Dr Fernando Figueira,1,7,0,10,60.0,sintetica,33,0
Pinto Damásio,2,13,0,12,90.0,sintetica,44,1
Praça Getulio Vargas,3,6,0,8,94.0,sintetica,22,0
15 De Setembro,5,20,0,3,41.0,sintetica,72,0
Praça Pedro Brandão,3,3,0,8,68.0,sintetica,22,0
Praça Do Jardim São Paulo,3,16,0,9,47.0,sintetica,40,0
Praça Eduardo Cardoso/Gregório Albuquerque,2,4,0,12,35.0,sintetica,28,0
Praça Doutor Jose De Melo,6,11,0,0,87.0,sintetica,38,0
Arlindo Gouveia,6,8,0,14,81.0,sintetica,31,0
Praça Solange Pinto Melo,2,19,0,4,55.0,sintetica,50,0
Benilda Ribeiro De Souza,1,12,0,0,41.0,sintetica,30,0
Praça Professor Ageu Magalhães,0,17,0,3,30.0,sintetica,25,1
Praça Da Rua Leonardo Da Vinci,4,19,1,11,99.0,sintetica,78,1
Domingos Gilvaneti,4,8,1,4,61.0,sintetica,14,0
Praça Do Moviment,5,3,0,13,74.0,sintetica,50,0
Praça Lagoa Do Araça,0,20,0,10,92.0,sintetica,50,1
Praça Quitéria,5,7,1,2,54.0,sintetica,15,0
Dr.Luis Ramos Leal,1,0,1,1,76.0,sintetica,30,0
Praça Cordilandia,5,16,0,5,53.0,sintetica,51,0
Praça De Dona Vilma,0,8,0,10,92.0,sintetica,59,0
Praça Abelardo Baltar,0,19,0,12,96.0,sintetica,20,0
Praça Capiba,4,12,0,2,89.0,sintetica,33,0
Praça Parque Amorim,6,1,0,9,23.0,sintetica,37,0
Viaduto Da Via Mangue,1,12,0,0,65.0,sintetica,24,0
Praça El Salvador,2,8,0,10,30.0,sintetica,48,0
Praça Profeta Joseph Smith,5,19,1,12,80.0,sintetica,69,0
Praça Da Rua Tristão Da Cunha,4,5,0,4,54.0,sintetica,49,0
Praça 3º Jardim De Boa Viagem,5,0,0,1,88.0,sintetica,56,0
Aritana,5,4,1,14,76.0,sintetica,28,1
Praça  João Maurício Campos,2,2,0,1,30.0,sintetica,59,0
Praça Casarão Alto Do Ceu,1,3,0,14,31.0,sintetica,26,0
Praça Arsenal Da Marinha,0,0,0,3,62.0,sintetica,12,0
Praça Dom Miguel Valverde,3,13,0,3,38.0,sintetica,12,0
Praça  Da Entrada Da Ur 2,5,8,1,3,96.0,sintetica,48,0
Praça Alfredo Ozório,3,23,0,6,87.0,sintetica,37,0
Praça Da Comunidade,1,3,0,0,97.0,sintetica,40,0
Praça Do Lixo Ao Luxo,3,17,1,12,78.0,sintetica,51,1
Praça Estevão De Sá,5,13,0,7,21.0,sintetica,58,0
Praça Nova Esperança,2,3,0,11,27.0,sintetica,56,0
Arnaldo Assunção,3,9,0,12,41.0,sintetica,17,0
Praça Visconde De Mauá,1,2,0,9,96.0,sintetica,26,0
Praça Do Caxito,1,22,1,8,40.0,sintetica,44,0
Praça De Apipucos,6,6,0,9,48.0,sintetica,45,0
Praça Flor De Cheiro,6,9,0,12,94.0,sintetica,36,0
Praça Virgilio De Oliveira,2,12,0,13,94.0,sintetica,49,0
Praça Joaquim Nabuco,3,3,0,14,56.0,sintetica,54,0
Praça João Rique,3,17,0,5,97.0,sintetica,42,0
Praça Vila 27 De Abril,6,10,1,3,48.0,sintetica,59,0
Vila Boas Travassos,0,3,0,5,56.0,sintetica,20,0
Praça Francisco Apolônio Jorge Sales,4,23,0,9,40.0,sintetica,60,0
Praça Estevão De Sá,1,13,0,6,31.0,sintetica,15,0
Praça Miguel De Cervantes,0,17,0,5,67.0,sintetica,57,0
Espaço Colaborativo,1,7,0,10,66.0,sintetica,30,0
Peixinhos,0,9,0,0,34.0,sintetica,37,0
Praça Cidade Do Porto,6,4,0,4,86.0,sintetica,26,0
Praça Da Avenida Engenheiro Abdias De Carvalho,6,22,1,7,32.0,sintetica,78,1
Praça Do Conjunto Habitacinal Josue Pinto,4,6,0,14,78.0,sintetica,20,0
Praça Ministro Salgado Filho,0,11,0,7,92.0,sintetica,55,0
Centro Social Bidu Krause,1,2,0,11,32.0,sintetica,53,0
Praça Joaquim Nabuco,3,3,0,9,99.0,sintetica,34,0
Praça Cafesopolis,1,9,0,8,97.0,sintetica,39,0
Praça Fernando Galvão,5,3,0,3,91.0,sintetica,34,0
Praça La Coruna,6,14,1,9,38.0,sintetica,16,0
Praça André Negromonte,2,9,0,5,76.0,sintetica,58,0
Parque Da Jaqueira,2,20,1,6,51.0,sintetica,46,0
Praça Elvira Andrade De Souza,6,21,0,4,40.0,sintetica,94,1
Fabiano Da Jora,5,15,0,14,33.0,sintetica,36,0
Praça Profeta Joseph Smith,2,14,0,10,99.0,sintetica,35,0
Praça Da Gaia,6,18,0,7,43.0,sintetica,80,1
Praça Francisco Apolônio Jorge Sales,2,19,0,2,68.0,sintetica,33,0
Praça Vinte De Julho,6,18,0,7,51.0,sintetica,89,1
Praça Geraldo Vilas Boas,4,17,0,14,94.0,sintetica,23,0
Praça Infantil John F. Kennedy,3,11,0,13,30.0,sintetica,18,1
Praça Professor Barreto Campelo B,3,15,0,4,79.0,sintetica,40,0
Praça Da Gaia,1,0,0,0,87.0,sintetica,13,0
Praça De Campo Grande,5,15,0,12,80.0,sintetica,28,0
Praça Santa Eufrásia,6,1,0,5,24.0,sintetica,10,0
Peixinhos,0,23,0,1,55.0,sintetica,38,0
Quatro De Outubro,1,14,0,14,83.0,sintetica,54,0
Praça Luiz Americo Willians,1,6,0,6,97.0,sintetica,15,0
Praça Visconde De Mauá,6,0,1,14,51.0,sintetica,10,1
Praça Saturnino De Brito,6,4,1,14,90.0,sintetica,34,1
Praça Engenho Poeta/Do Rotary,1,9,0,8,93.0,sintetica,36,0
Praça Da Amizade,1,21,1,2,85.0,sintetica,31,0
Praça Aúreo Xavier,3,20,0,13,29.0,sintetica,26,0
Praça Da Rua Da Aurora,0,3,1,9,40.0,sintetica,38,1
Praça Do Berardo,1,13,0,13,59.0,sintetica,12,0
Praça Monteiro Lobato,3,12,0,3,61.0,sintetica,26,0
Praça Da Rua Solanea,1,0,0,3,91.0,sintetica,11,0
Praça Dr Adolfo Cirne,2,15,0,3,65.0,sintetica,41,0
Praça Paulo Freire,1,22,0,2,92.0,sintetica,31,0
Praça Do Cacique - Invadida Por Moradores E Comerciantes Da Área,6,8,1,4,60.0,sintetica,48,0
Praça  De Campo Grande - Eudoro,5,21,0,8,23.0,sintetica,83,1
Pracinha Das Crianças,5,15,0,14,33.0,sintetica,31,0
Praça Parque Amorim,1,18,0,10,33.0,sintetica,56,0
Praça Da Rua Elza Leal Wanderley,4,14,1,7,72.0,sintetica,13,0
Vila Dos Bancários,2,13,1,9,48.0,sintetica,47,1
Praça Gildo Macedo Lacerda,0,19,0,1,42.0,sintetica,22,1
Praça Maria Da Conceição,1,9,1,11,50.0,sintetica,32,1
Praça Da  Singapura,0,20,1,8,90.0,sintetica,22,0
Praça Da Alegria,2,11,0,11,96.0,sintetica,29,0
Praça Castro Alves,1,0,1,9,80.0,sintetica,42,1
Praça Franco Gomes Coutinho,4,20,0,1,42.0,sintetica,79,1
Praça Da Convenção,3,16,0,6,27.0,sintetica,47,0
Espaço Colaborativo,4,8,0,4,95.0,sintetica,38,0
Praça Ponte D`Uchoa,6,22,0,14,35.0,sintetica,76,1
Praça Do Heróis Da Restauração,4,18,0,12,45.0,sintetica,77,1
Praça Campo Do Lagoão,3,17,0,6,48.0,sintetica,27,0
Praça Robert Kennedy/Da Juventude,6,6,1,4,25.0,sintetica,54,0
Praça Luiz Americo Willians,3,8,1,11,56.0,sintetica,30,1
Praça Da Portelinha,5,21,0,5,52.0,sintetica,95,1
Praça São José Dos Manguinhos,3,20,0,7,65.0,sintetica,48,0
Praça Casarão Alto Do Ceu,1,11,0,0,80.0,sintetica,29,0
Peixinhos,0,6,0,12,60.0,sintetica,16,0
Praça Da Avenida Maurício De Nassau,5,13,1,10,37.0,sintetica,36,0
Praça Do Paraíso,5,14,0,12,35.0,sintetica,16,0
Praça Do Moinhos,0,14,1,11,70.0,sintetica,11,1
Superintendente João Gonçalves De Souza,5,5,1,0,56.0,sintetica,52,0
Praça Professor Fleming,3,20,0,4,33.0,sintetica,42,0
Praça Da Mentira,4,13,0,14,87.0,sintetica,30,0
Praça Estação Macaco,2,1,0,0,49.0,sintetica,38,0
Praça Desembargador Carlos Xavier Paes Barreto,3,7,0,2,79.0,sintetica,41,0
Praça Camilo Pereira Carneiro,6,12,0,9,72.0,sintetica,54,0
Praça Neta Araujo,6,22,1,14,55.0,sintetica,96,1
Praça Beatriz Pereira Carneiro,4,5,0,8,49.0,sintetica,22,0
Praça Joaquim Cardoso/Da Biblioteca,4,4,0,13,83.0,sintetica,48,0
Barreirão,5,4,0,12,33.0,sintetica,53,1
Praça Do Cajueiro,1,0,0,6,42.0,sintetica,58,0
Gilvania De Oliveira Moura Sá,1,8,0,11,67.0,sintetica,49,0
Praça Poeta Fernando Pessoa,5,5,1,5,47.0,sintetica,12,0
Praça Ministro João Gonçalves De Souza,5,19,0,7,26.0,sintetica,77,1
Praça Da Rua Itacambira,0,6,0,7,61.0,sintetica,17,0
Praça José Maria Do Nascimento Paraíba/Lixão,0,8,0,5,29.0,sintetica,55,0
Praça Luz Da Fraternidade,2,4,0,3,87.0,sintetica,55,0
Praça Joaquim Cavalcante,2,13,0,3,63.0,sintetica,11,0
Praça Ministro João Gonçalves De Souza,2,4,1,3,32.0,sintetica,15,1
Praça Doutor Alberto Wanderley,2,7,0,5,52.0,sintetica,57,0
Avenida Sul,4,6,0,0,51.0,sintetica,50,0
Praça Do Entroncamento,4,12,1,11,67.0,sintetica,24,1
Parque Dona Lindu,0,12,0,1,24.0,sintetica,56,0
Centro Social Bidu Krause,1,7,0,5,80.0,sintetica,21,0
Praça Bambu,5,10,0,13,22.0,sintetica,50,1
Praça Dona Carminha & Sr João,6,17,0,13,43.0,sintetica,57,0
Praça Nadir Colaco,1,18,0,10,53.0,sintetica,41,0
